,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,sobolevo,54.43,31.9,49.82,95.0,100.0,16.62,RU,1594827824.0
359,airai,-8.93,125.41,55.72,100.0,27.0,3.56,TL,1594827824.0
361,spornoye,50.84,37.29,66.2,63.0,75.0,8.95,RU,1594827824.0
362,salalah,17.02,54.09,82.4,88.0,75.0,6.93,OM,1594827824.0
363,carauari,-4.88,-66.9,91.38,44.0,0.0,3.8,BR,1594827825.0
364,muriti,-1.98,32.92,74.88,62.0,75.0,5.99,TZ,1594827825.0
365,north bend,43.41,-124.22,54.0,100.0,90.0,5.82,US,1594827825.0
366,baykit,61.67,96.37,51.93,71.0,74.0,9.1,RU,1594827825.0
367,kattivakkam,13.22,80.32,86.0,79.0,75.0,8.05,IN,1594827704.0
369,rodez,44.5,2.58,62.01,93.0,90.0,13.87,FR,1594827825.0
370,tomatlan,19.93,-105.25,92.37,55.0,1.0,2.17,MX,1594827825.0
371,taft,31.75,54.21,95.0,16.0,20.0,11.41,IR,1594827825.0
372,manturovo,58.34,44.76,71.94,85.0,45.0,5.79,RU,1594827825.0
373,sabang,5.89,95.32,84.36,69.0,34.0,2.01,ID,1594827825.0
374,miraflores,19.22,-98.81,68.0,60.0,75.0,4.7,MX,1594827825.0
375,praia da vitoria,38.73,-27.07,77.0,61.0,75.0,11.03,PT,1594827825.0
376,egvekinot,66.32,-179.17,46.44,93.0,98.0,2.08,RU,1594827825.0
377,sioux lookout,50.1,-91.92,73.4,49.0,20.0,12.75,CA,1594827825.0
378,aykhal,66.0,111.5,68.0,56.0,100.0,6.71,RU,1594827825.0
379,oriximina,-1.77,-55.87,91.35,46.0,0.0,5.82,BR,1594827724.0
380,tafresh,34.69,50.01,73.44,41.0,25.0,13.11,IR,1594827825.0
381,troitskoye,52.98,84.68,58.91,71.0,52.0,9.78,RU,1594827825.0
382,pacific grove,36.62,-121.92,59.0,87.0,90.0,3.36,US,1594827825.0
383,solnechnyy,50.72,136.63,65.66,91.0,39.0,2.84,RU,1594827826.0
384,ketchikan,55.34,-131.65,55.4,100.0,90.0,17.22,US,1594827544.0
385,vao,-22.67,167.48,69.46,79.0,72.0,15.14,NC,1594827715.0
386,bilibino,68.05,166.44,53.89,83.0,100.0,0.89,RU,1594827826.0
387,poum,-20.23,164.02,70.32,71.0,2.0,15.28,NC,1594827826.0
388,ballina,-28.87,153.57,53.01,62.0,0.0,4.0,AU,1594827826.0
390,port blair,11.67,92.75,81.88,82.0,99.0,10.8,IN,1594827548.0
392,zhangjiakou,40.81,114.88,72.27,60.0,14.0,4.68,CN,1594827826.0
393,cherskiy,68.75,161.3,40.1,81.0,100.0,5.39,RU,1594827826.0
395,tiznit,29.58,-9.5,91.99,29.0,54.0,8.41,MA,1594827826.0
396,puerto escondido,15.85,-97.07,80.6,74.0,90.0,3.09,MX,1594827826.0
397,dunmore town,25.5,-76.65,83.88,72.0,29.0,5.06,BS,1594827826.0
399,balad,34.02,44.15,104.27,10.0,0.0,11.83,IQ,1594827826.0
400,abbeville,50.1,1.83,66.99,62.0,83.0,12.33,FR,1594827614.0
401,guerrero negro,27.98,-114.06,74.28,61.0,33.0,13.76,MX,1594827826.0
402,pangnirtung,66.15,-65.71,53.6,71.0,75.0,17.22,CA,1594827826.0
403,camopi,3.17,-52.32,89.67,49.0,3.0,4.29,GF,1594827826.0
404,sao filipe,14.9,-24.5,77.72,79.0,29.0,12.44,CV,1594827827.0
405,alice springs,-23.7,133.88,37.4,47.0,0.0,4.99,AU,1594827803.0
406,mount isa,-20.73,139.5,55.4,35.0,29.0,9.17,AU,1594827827.0
408,porto franco,-6.34,-47.4,92.41,35.0,21.0,7.49,BR,1594827827.0
409,muyezerskiy,63.93,31.65,62.62,60.0,84.0,5.84,RU,1594827827.0
410,fairbanks,64.84,-147.72,55.99,87.0,1.0,4.7,US,1594827827.0
411,amursk,50.23,136.9,65.86,97.0,40.0,7.58,RU,1594827827.0
412,nurota,40.56,65.69,95.0,13.0,0.0,9.17,UZ,1594827827.0
413,yar-sale,66.83,70.83,59.67,96.0,100.0,14.14,RU,1594827723.0
414,adana,36.98,35.29,91.4,62.0,0.0,10.29,TR,1594827814.0
415,gualaquiza,-3.4,-78.55,66.38,86.0,96.0,0.45,EC,1594827715.0
416,fuzhou,26.06,119.31,84.2,74.0,92.0,6.71,CN,1594827827.0
417,key largo,25.09,-80.45,89.01,1.0,89.0,7.0,US,1594827639.0
418,wuwei,37.93,102.64,80.01,42.0,100.0,1.01,CN,1594827827.0
419,skibbereen,51.55,-9.27,66.2,72.0,75.0,17.22,IE,1594827827.0
420,lodja,-3.48,23.43,82.06,58.0,88.0,2.15,CD,1594827735.0
421,sterling,39.01,-77.43,88.0,42.0,40.0,3.36,US,1594827547.0
423,talnakh,69.49,88.4,50.0,81.0,75.0,6.71,RU,1594827827.0
424,oktyabrskoye,43.06,44.74,75.2,69.0,61.0,6.71,RU,1594827827.0
425,broome,42.25,-75.83,80.01,69.0,1.0,3.36,US,1594827828.0
427,chongoyape,-6.64,-79.39,62.6,82.0,90.0,3.36,PE,1594827828.0
428,ossora,59.24,163.07,53.53,91.0,99.0,3.06,RU,1594827828.0
429,natal,-5.79,-35.21,80.6,78.0,75.0,9.17,BR,1594827665.0
430,kontagora,10.4,5.47,81.41,78.0,87.0,4.83,NG,1594827828.0
431,tete,-16.16,33.59,80.6,36.0,20.0,17.22,MZ,1594827828.0
432,soyo,-6.13,12.37,74.89,71.0,84.0,9.22,AO,1594827828.0
433,mogok,22.92,96.5,68.07,100.0,90.0,3.13,MM,1594827828.0
434,deder,9.32,41.45,59.95,91.0,98.0,7.99,ET,1594827828.0
435,camacha,33.08,-16.33,71.6,64.0,75.0,17.22,PT,1594827828.0
436,omboue,-1.57,9.26,74.41,79.0,89.0,7.9,GA,1594827828.0
437,vila velha,-20.33,-40.29,69.8,94.0,75.0,11.41,BR,1594827728.0
438,hasaki,35.73,140.83,64.4,93.0,75.0,9.17,JP,1594827700.0
439,manta,-0.95,-80.73,76.95,69.0,61.0,5.48,EC,1594827828.0
440,tecpan,14.76,-90.99,73.4,64.0,40.0,11.41,GT,1594827828.0
441,aksay,47.26,39.87,80.01,29.0,34.0,15.66,RU,1594827828.0
442,borogontsy,62.67,131.17,61.12,67.0,0.0,4.7,RU,1594827828.0
443,aklavik,68.22,-135.01,51.8,87.0,90.0,8.05,CA,1594827718.0
444,marang,5.21,103.21,80.6,88.0,20.0,3.6,MY,1594827829.0
445,yining,29.04,114.56,77.72,91.0,46.0,1.32,CN,1594827829.0
446,preobrazheniye,42.9,133.91,59.25,90.0,3.0,3.56,RU,1594827829.0
447,asau,46.43,26.4,73.0,59.0,80.0,2.71,RO,1594827829.0
448,pandamatenga,-18.53,25.63,64.29,26.0,0.0,5.7,BW,1594827829.0
449,lucapa,-8.42,20.74,84.99,14.0,1.0,5.66,AO,1594827829.0
450,camana,-16.62,-72.71,67.69,60.0,2.0,8.3,PE,1594827829.0
451,masterton,-40.96,175.66,44.01,65.0,100.0,1.01,NZ,1594827829.0
452,alexandria,31.22,29.96,79.14,73.0,0.0,15.79,EG,1594827829.0
453,tupik,54.43,119.93,62.38,86.0,24.0,3.67,RU,1594827829.0
454,pavlodar,52.3,76.95,71.6,37.0,2.0,11.18,KZ,1594827829.0
455,muros,42.78,-9.06,82.0,50.0,29.0,16.11,ES,1594827829.0
456,toro,4.61,-76.08,75.2,78.0,75.0,0.27,CO,1594827829.0
457,uhlove,44.82,33.6,71.15,50.0,48.0,8.9,UA,1594827829.0
458,nemuro,43.32,145.57,53.58,89.0,98.0,8.93,JP,1594827829.0
459,rocha,-34.48,-54.33,51.69,50.0,0.0,4.07,UY,1594827829.0
461,kabelvag,68.21,14.48,62.6,63.0,75.0,5.82,NO,1594827829.0
462,boissevain,49.23,-100.06,72.0,68.0,1.0,13.87,CA,1594827830.0
463,sheltozero,61.37,35.37,63.79,69.0,100.0,12.57,RU,1594827830.0
464,luderitz,-26.65,15.16,69.8,35.0,0.0,13.87,NA,1594827830.0
465,nevsehir,38.92,34.67,93.2,20.0,40.0,8.05,TR,1594827830.0
466,salaga,8.55,-0.52,80.38,71.0,93.0,4.88,GH,1594827830.0
467,pomerode,-26.74,-49.18,64.0,1.0,1.0,1.92,BR,1594827830.0
468,pervomayskoye,43.92,46.71,86.59,36.0,72.0,4.76,RU,1594827830.0
469,cedar rapids,42.01,-91.64,72.0,100.0,90.0,5.82,US,1594827672.0
470,kieta,-6.22,155.63,78.15,78.0,76.0,3.11,PG,1594827830.0
472,bhatkal,13.97,74.57,77.49,87.0,100.0,3.76,IN,1594827830.0
473,jingdezhen,29.29,117.21,77.86,92.0,45.0,2.39,CN,1594827830.0
474,petatlan,17.52,-101.27,82.4,78.0,90.0,3.06,MX,1594827830.0
476,terme,41.21,36.97,77.0,61.0,75.0,6.93,TR,1594827830.0
477,fauske,67.26,15.39,66.0,57.0,63.0,5.99,NO,1594827830.0
478,cabedelo,-6.98,-34.83,82.4,69.0,75.0,13.87,BR,1594827830.0
479,nelson bay,-32.72,152.15,55.4,58.0,90.0,12.75,AU,1594827830.0
480,itanagar,27.1,93.62,76.5,89.0,98.0,2.26,IN,1594827831.0
481,marsh harbour,26.54,-77.06,84.31,68.0,9.0,3.31,BS,1594827831.0
482,taos,36.41,-105.57,68.0,42.0,1.0,3.36,US,1594827755.0
483,snyder,32.72,-100.92,86.0,42.0,1.0,16.11,US,1594827567.0
484,salinopolis,-0.61,-47.36,83.71,74.0,2.0,10.69,BR,1594827831.0
485,kununurra,-15.77,128.73,55.4,31.0,23.0,9.86,AU,1594827831.0
486,san quintin,30.48,-115.95,70.81,72.0,42.0,12.08,MX,1594827831.0
487,zemio,5.03,25.14,75.7,91.0,84.0,3.24,CF,1594827831.0
488,havoysund,71.0,24.66,62.6,87.0,75.0,5.82,NO,1594827831.0
489,chingola,-12.53,27.88,67.41,25.0,27.0,6.91,ZM,1594827831.0
490,ahipara,-35.17,173.17,57.29,94.0,21.0,4.47,NZ,1594827831.0
491,khandyga,62.67,135.6,58.87,65.0,27.0,4.9,RU,1594827831.0
492,morondava,-20.28,44.28,74.5,73.0,0.0,22.73,MG,1594827831.0
493,ilhabela,-23.78,-45.36,66.49,71.0,99.0,5.48,BR,1594827831.0
494,dunedin,-45.87,170.5,42.01,91.0,80.0,5.95,NZ,1594827645.0
495,perris,33.78,-117.23,68.0,77.0,40.0,3.36,US,1594827831.0
496,klaksvik,62.23,-6.59,51.8,100.0,75.0,11.41,FO,1594827831.0
497,rosetown,51.55,-108.0,66.99,58.0,100.0,5.01,CA,1594827832.0
498,coihaique,-45.58,-72.07,32.0,86.0,75.0,4.7,CL,1594827832.0
499,parana,-31.73,-60.52,57.99,38.0,0.0,5.01,AR,1594827832.0
500,kamenka,51.32,42.77,73.99,43.0,27.0,7.0,RU,1594827832.0
502,mao,39.89,4.27,77.0,57.0,20.0,12.75,ES,1594827765.0
504,wewak,-3.55,143.63,79.63,83.0,61.0,5.23,PG,1594827832.0
506,flinders,-34.58,150.86,55.0,65.0,86.0,7.0,AU,1594827832.0
507,eyemouth,55.87,-2.09,64.0,1.0,100.0,11.01,GB,1594827832.0
508,langarud,37.2,50.15,84.2,62.0,40.0,4.7,IR,1594827832.0
510,sirpur,19.48,79.6,77.58,90.0,100.0,5.84,IN,1594827832.0
511,leon,21.12,-101.67,71.6,56.0,75.0,5.86,MX,1594827832.0
513,ust-uda,54.17,103.03,56.32,80.0,99.0,9.66,RU,1594827832.0
514,acari,-15.43,-74.62,72.68,45.0,48.0,5.73,PE,1594827832.0
517,riberalta,-10.98,-66.1,80.6,74.0,75.0,11.41,BO,1594827833.0
518,port hedland,-20.32,118.57,60.8,67.0,0.0,6.93,AU,1594827833.0
519,grand-santi,4.25,-54.38,90.07,50.0,1.0,5.03,GF,1594827833.0
520,siniscola,40.57,9.69,86.0,30.0,21.0,11.41,IT,1594827833.0
521,kupang,-10.17,123.58,74.46,77.0,62.0,12.5,ID,1594827833.0
522,isangel,-19.55,169.27,66.2,100.0,20.0,2.17,VU,1594827833.0
523,hirara,24.8,125.28,85.51,82.0,100.0,22.95,JP,1594827833.0
524,vestmanna,62.16,-7.17,51.8,100.0,75.0,11.41,FO,1594827833.0
525,meru,0.05,37.66,63.32,74.0,98.0,6.55,KE,1594827833.0
526,russell,32.35,-85.2,89.01,66.0,1.0,2.04,US,1594827833.0
527,nizwa,22.93,57.53,99.81,23.0,97.0,4.7,OM,1594827833.0
528,hokitika,-42.72,170.97,40.23,70.0,98.0,6.85,NZ,1594827833.0
529,fairview,40.81,-74.0,81.0,65.0,20.0,6.93,US,1594827833.0
530,copiapo,-27.37,-70.33,51.8,76.0,90.0,4.7,CL,1594827833.0
531,souillac,-20.52,57.52,73.4,64.0,40.0,11.41,MU,1594827833.0
532,dafeng,23.45,108.59,79.66,80.0,7.0,5.73,CN,1594827833.0
533,vostok,46.49,135.88,57.16,98.0,0.0,3.47,RU,1594827833.0
534,lamu,-2.27,40.9,76.86,77.0,27.0,17.52,KE,1594827833.0
536,fort nelson,58.81,-122.7,59.0,77.0,75.0,1.16,CA,1594827834.0
537,khandagayty,50.73,92.05,58.14,61.0,87.0,8.55,RU,1594827834.0
538,stephenville,32.22,-98.2,80.01,74.0,1.0,3.36,US,1594827615.0
539,hushitai,41.93,123.51,75.2,88.0,0.0,4.47,CN,1594827834.0
541,iroquois falls,48.77,-80.68,62.6,100.0,90.0,9.17,CA,1594827834.0
542,severo-kurilsk,50.68,156.12,49.66,93.0,84.0,10.09,RU,1594827608.0
543,makinsk,52.63,70.42,67.12,57.0,0.0,7.23,KZ,1594827834.0
544,mitsamiouli,-11.38,43.28,78.35,68.0,34.0,14.72,KM,1594827834.0
545,merauke,-8.47,140.33,77.83,84.0,89.0,15.86,ID,1594827834.0
546,sinfra,6.62,-5.92,86.0,58.0,75.0,9.17,CI,1594827834.0
547,port hardy,50.7,-127.42,57.2,100.0,90.0,2.24,CA,1594827827.0
548,la ronge,55.1,-105.28,59.0,77.0,90.0,11.41,CA,1594827834.0
549,kalanganan,8.08,124.25,75.0,93.0,100.0,5.01,PH,1594827834.0
550,champerico,14.3,-91.92,84.2,62.0,40.0,3.56,GT,1594827834.0
551,afua,-0.16,-50.39,86.49,63.0,26.0,4.43,BR,1594827834.0
552,boyolangu,-8.12,111.89,74.26,90.0,88.0,4.99,ID,1594827834.0
553,college,64.86,-147.8,55.99,82.0,40.0,5.82,US,1594827834.0
554,samarai,-10.62,150.67,77.68,90.0,55.0,13.94,PG,1594827834.0
555,severomuysk,56.15,113.43,62.83,67.0,65.0,2.55,RU,1594827835.0
556,ust-nera,64.57,143.2,51.33,67.0,7.0,3.83,RU,1594827726.0
557,sai buri,6.7,101.62,78.8,94.0,20.0,4.7,TH,1594827835.0
558,khategaon,22.6,76.92,79.65,87.0,97.0,5.84,IN,1594827835.0
561,bam,29.11,58.36,94.3,17.0,90.0,6.51,IR,1594827703.0
562,dno,57.83,29.96,63.59,61.0,100.0,5.88,RU,1594827835.0
563,broken hill,-31.95,141.43,44.56,60.0,0.0,4.88,AU,1594827835.0
564,bestobe,52.5,73.1,73.02,49.0,0.0,13.27,KZ,1594827835.0
565,sibolga,1.74,98.78,77.27,84.0,82.0,4.16,ID,1594827835.0
566,tukrah,32.53,20.58,80.51,56.0,0.0,13.98,LY,1594827835.0
567,uvira,-3.41,29.15,78.35,53.0,91.0,9.64,CD,1594827835.0
568,avera,33.19,-82.53,91.4,52.0,1.0,5.82,US,1594827835.0
569,vera cruz,-12.63,-41.03,82.42,41.0,23.0,7.36,BR,1594827835.0
570,rudnichnyy,59.62,52.47,80.89,67.0,40.0,6.93,RU,1594827835.0
572,paldiski,59.36,24.05,69.8,46.0,100.0,9.17,EE,1594827835.0
573,mayo,38.89,-76.51,87.01,65.0,1.0,5.82,US,1594827835.0
574,swan hill,-35.34,143.55,41.05,85.0,0.0,5.66,AU,1594827836.0
576,brokopondo,4.75,-55.17,85.44,60.0,17.0,4.38,SR,1594827836.0
577,biak,-0.91,122.88,76.51,84.0,53.0,4.83,ID,1594827836.0
578,phuket,8.0,98.25,78.8,94.0,20.0,4.07,TH,1594827646.0
579,assens,55.27,9.9,63.0,72.0,69.0,4.7,DK,1594827836.0
580,constitucion,-35.33,-72.42,59.18,59.0,0.0,3.27,CL,1594827836.0
581,harrison,30.41,-89.04,88.0,66.0,1.0,6.93,US,1594827651.0
583,alausi,-2.2,-78.83,50.77,76.0,86.0,6.69,EC,1594827836.0
584,jesup,31.61,-81.89,93.0,59.0,1.0,3.11,US,1594827836.0
585,thunder bay,48.4,-89.32,78.01,53.0,20.0,4.7,CA,1594827836.0
586,darhan,49.49,105.92,63.52,85.0,25.0,7.94,MN,1594827836.0
587,yichun,47.7,128.9,65.84,94.0,31.0,2.06,CN,1594827836.0
589,kutum,14.2,24.67,82.62,44.0,45.0,7.58,SD,1594827836.0
590,nyaunglebin,17.95,96.73,77.94,91.0,43.0,4.97,MM,1594827836.0
591,todos santos,23.45,-110.22,80.01,80.0,100.0,4.0,MX,1594827836.0
592,lasa,46.62,10.7,55.4,76.0,75.0,0.81,IT,1594827836.0
593,agirish,61.92,63.02,71.4,80.0,94.0,5.66,RU,1594827836.0
594,contamana,-7.33,-75.02,87.26,56.0,65.0,2.95,PE,1594827837.0
595,monroe,43.15,-77.68,81.0,54.0,20.0,4.7,US,1594827683.0
596,slave lake,55.28,-114.77,59.0,77.0,90.0,14.99,CA,1594827837.0
597,mackay,-21.15,149.2,57.83,53.0,0.0,7.65,AU,1594827837.0
599,hambantota,6.12,81.12,78.8,100.0,40.0,8.05,LK,1594827837.0
600,diffa,13.32,12.61,95.34,32.0,51.0,1.63,NE,1594827837.0
601,popondetta,-8.75,148.25,72.46,95.0,78.0,2.82,PG,1594827837.0
602,conde,-7.26,-34.91,82.4,69.0,75.0,13.87,BR,1594827566.0
603,antofagasta,-23.65,-70.4,57.2,67.0,3.0,4.7,CL,1594827707.0
604,metro,-5.11,105.31,75.83,92.0,88.0,2.64,ID,1594827837.0
605,chirongui,-12.93,45.15,77.0,78.0,87.0,12.75,YT,1594827837.0
606,divnomorskoye,44.5,38.14,75.04,59.0,24.0,6.15,RU,1594827837.0
607,abha,18.22,42.51,84.2,39.0,40.0,6.93,SA,1594827837.0
608,bloomingdale,27.89,-82.24,89.6,75.0,40.0,3.36,US,1594827837.0
609,santa maria,-29.68,-53.81,53.6,46.0,0.0,8.05,BR,1594827837.0
610,tabou,4.42,-7.35,77.11,73.0,100.0,9.35,CI,1594827837.0
611,san rafael,-34.62,-68.33,53.67,41.0,0.0,3.6,AR,1594827752.0
612,limon,10.0,-83.03,82.4,78.0,40.0,4.7,CR,1594827837.0
613,tahta,26.77,31.5,103.19,11.0,0.0,14.05,EG,1594827838.0
614,berlin,52.52,13.41,62.01,93.0,40.0,4.7,DE,1594827656.0
616,san fernando,15.03,120.69,82.0,85.0,17.0,1.97,PH,1594827838.0
617,harper,4.38,-7.72,77.76,70.0,100.0,8.66,LR,1594827838.0
